Genre,Name,Platform,Publisher,Year,EU Sales,Global Sales,JP Sales,NA Sales,Other Sales,Rank
Shooter,Combat Elite: WWII Paratroopers,PS2,Unknown,,0.02,0.06,0,0.03,0.01,12533
Shooter,Tribes: Aerial Assault,PS2,Unknown,,0.09,0.23,0,0.11,0.03,7037
Shooter,Silpheed: The Lost Planet,PS2,Swing! Entertainment,2000,0.03,0.07,0,0.03,0.01,12047
Shooter,Gradius III and IV,PS2,Konami Digital Entertainment,2000,0.03,0.08,0,0.04,0.01,11498
Shooter,WinBack: Covert Operations,PS2,Midas Interactive Entertainment,2000,0.11,0.29,0,0.14,0.04,5989
Shooter,Silent Scope,PS2,Konami Digital Entertainment,2000,0.15,0.38,0,0.19,0.05,5034
Shooter,TimeSplitters,PS2,Eidos Interactive,2000,0.17,0.43,0,0.21,0.06,4518
Shooter,Unreal Tournament,PS2,Infogrames,2000,0.22,0.58,0,0.28,0.07,3471
Shooter,WarJetz,PS2,3DO,2001,0.02,0.04,0,0.02,0.01,13696
Shooter,Dragon Rage,PS2,3DO,2001,0.02,0.06,0,0.03,0.01,12613
Shooter,Giants: Citizen Kabuto,PS2,Interplay,2001,0.02,0.06,0,0.03,0.01,12415
Shooter,Rez,PS2,Sony Computer Entertainment,2001,0.02,0.05,0,0.03,0.01,12888
Shooter,Hidden Invasion,PS2,Swing! Entertainment,2001,0.03,0.08,0,0.04,0.01,11532
Shooter,Mister Mosquito,PS2,Eidos Interactive,2001,0.04,0.28,0.17,0.05,0.01,6218
Shooter,Vampire Night,PS2,Sony Computer Entertainment,2001,0.05,0.14,0,0.07,0.02,9302
Shooter,Star Trek: Voyager Elite Force,PS2,Codemasters,2001,0.06,0.15,0,0.07,0.02,8884
Shooter,MDK2 Armageddon,PS2,Virgin Interactive,2001,0.07,0.17,0,0.08,0.02,8272
Shooter,Silent Scope 2: Dark Silhouette,PS2,Konami Digital Entertainment,2001,0.07,0.19,0,0.09,0.02,7823
Shooter,Army Men: Sarge's Heroes 2,PS2,Midas Interactive Entertainment,2001,0.07,0.17,0,0.09,0.02,8214
Shooter,Quake III: Revolution,PS2,Electronic Arts,2001,0.08,0.21,0,0.1,0.03,7381
Shooter,Time Crisis II,PS2,Namco Bandai Games,2001,0.2,0.53,0,0.26,0.07,3760
Shooter,Soldier of Fortune: Gold Edition,PS2,Codemasters,2001,0.21,0.56,0,0.27,0.07,3620
Shooter,Half-Life,PS2,Vivendi Games,2001,0.23,0.6,0,0.29,0.08,3360
Shooter,Zone of the Enders,PS2,Konami Digital Entertainment,2001,0.24,0.75,0.13,0.3,0.08,2746
Shooter,Mobile Suit Gundam: Lost War Chronicles,PS2,Namco Bandai Games,2002,0,0.39,0.39,0,0,4897
Shooter,Savage Skies,PS2,Big Ben Interactive,2002,0.03,0.09,0,0.04,0.01,11231
Shooter,Endgame,PS2,Empire Interactive,2002,0.03,0.08,0,0.04,0.01,11628
Shooter,Ninja Assault,PS2,Namco Bandai Games,2002,0.04,0.11,0,0.05,0.01,10232
Shooter,Mobile Light Force 2,PS2,Taito,2002,0.04,0.11,0,0.05,0.01,10201
Shooter,RLH: Run Like Hell,PS2,Virgin Interactive,2002,0.04,0.1,0,0.05,0.01,10572
Shooter,The Operative: No One Lives Forever,PS2,Electronic Arts,2002,0.05,0.14,0,0.07,0.02,9162
Shooter,Silent Scope 3,PS2,Konami Digital Entertainment,2002,0.06,0.16,0,0.08,0.02,8562
Shooter,Gungrave,PS2,Activision,2002,0.07,0.19,0,0.09,0.02,7898
Shooter,Dino Stalker,PS2,Capcom,2002,0.06,0.22,0.08,0.07,0.02,7194
Shooter,Reign of Fire,PS2,BAM! Entertainment,2002,0.1,0.27,0,0.13,0.03,6389
Shooter,BloodRayne,PS2,Universal Interactive,2002,0.16,0.42,0,0.2,0.05,4647
Shooter,Men in Black II: Alien Escape,PS2,Infogrames,2002,0.19,0.5,0,0.24,0.06,4013
Shooter,Star Wars: Clone Wars,PS2,LucasArts,2002,0.19,0.5,0,0.24,0.06,3991
Shooter,Conflict: Desert Storm,PS2,Gotham Games,2002,0.53,1.57,0,0.98,0.06,1184
Shooter,Contra: Shattered Soldier,PS2,Konami Digital Entertainment,2002,0.22,0.58,0,0.28,0.07,3481
Shooter,Robotech: Battlecry,PS2,TDK Mediactive,2002,0.23,0.61,0,0.3,0.08,3295
Shooter,TimeSplitters 2,PS2,Eidos Interactive,2002,0.27,0.7,0,0.34,0.09,2936
Shooter,Star Wars: Bounty Hunter,PS2,LucasArts,2002,0.42,1.09,0,0.53,0.14,1887
Shooter,Turok: Evolution,PS2,Acclaim Entertainment,2002,0.5,1.31,0,0.64,0.17,1511
Shooter,Dead to Rights,PS2,Electronic Arts,2002,0.52,1.36,0,0.67,0.17,1434
Shooter,Red Faction II,PS2,THQ,2002,0.78,1.5,0,0.49,0.23,1258
Shooter,Judge Dredd: Dredd Vs Death,PS2,BAM! Entertainment,2003,0.01,0.03,0,0.01,0,14881
Shooter,Battle Engine Aquila,PS2,Atari,2003,0.01,0.03,0,0.02,0,14178
Shooter,RTX Red Rock,PS2,LucasArts,2003,0.03,0.08,0,0.04,0.01,11339
Shooter,Alter Echo,PS2,THQ,2003,0.05,0.13,0,0.06,0.02,9529
Shooter,Fugitive Hunter: War on Terror,PS2,Play It,2003,0.06,0.15,0,0.07,0.02,8921
Shooter,"Warhammer 40,000: Fire Warrior",PS2,THQ,2003,0.06,0.15,0,0.08,0.02,8729
Shooter,Battlestar Galactica,PS2,Vivendi Games,2003,0.06,0.16,0,0.08,0.02,8693
Shooter,Mace Griffin: Bounty Hunter,PS2,Electronic Arts,2003,0.07,0.19,0,0.09,0.02,7812
Shooter,R-Type Final,PS2,Metro 3D,2003,0.07,0.19,0,0.09,0.02,7965
Shooter,BlowOut,PS2,Zoo Digital Publishing,2003,0.09,0.23,0,0.11,0.03,7100
Shooter,SWAT: Global Strike Team,PS2,Vivendi Games,2003,0.12,0.32,0,0.16,0.04,5585
Shooter,Metal Arms: Glitch in the System,PS2,Vivendi Games,2003,0.13,0.35,0,0.17,0.04,5333
Shooter,Freedom Fighters,PS2,Electronic Arts,2003,0.2,0.52,0,0.25,0.07,3860
Shooter,Return to Castle Wolfenstein: Operation Resurrection,PS2,Activision,2003,0.2,0.53,0,0.26,0.07,3823
Shooter,XIII,PS2,Ubisoft,2003,0.22,0.57,0,0.28,0.07,3554
Shooter,Time Crisis 3,PS2,Namco Bandai Games,2003,0.23,0.61,0,0.3,0.08,3302
Shooter,Kill.Switch,PS2,Sony Computer Entertainment,2003,0.27,0.7,0,0.34,0.09,2913
Shooter,Conflict: Desert Storm II - Back to Bagdhad,PS2,SCi,2003,0.29,0.77,0,0.38,0.1,2681
Shooter,Max Payne 2: The Fall of Max Payne,PS2,Take-Two Interactive,2003,0.51,1.34,0,0.65,0.17,1464
Shooter,Castle Shikigami 2,PS2,Play It,2004,0.01,0.02,0,0.01,0,15665
Shooter,SD Gundam Force: Showdown!,PS2,Namco Bandai Games,2004,0.01,0.04,0,0.02,0,14025
Shooter,Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,Namco Bandai Games,2004,0.02,0.06,0,0.03,0.01,12318
Shooter,Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,Namco Bandai Games,2004,0.02,0.06,0,0.03,0.01,12546
Shooter,Serious Sam: Next Encounter,PS2,Global Star,2004,0.03,0.07,0,0.04,0.01,11890
Shooter,Robotech: Invasion,PS2,Global Star,2004,0.04,0.11,0,0.05,0.01,10301
Shooter,Gradius V,PS2,Konami Digital Entertainment,2004,0.04,0.09,0,0.05,0.01,10876
Shooter,Alien Hominid,PS2,Zoo Digital Publishing,2004,0.04,0.1,0,0.05,0.01,10629
Shooter,Gungrave: Overdose,PS2,Play It,2004,0.05,0.14,0,0.07,0.02,9143
Shooter,Terminator 3: The Redemption,PS2,Atari,2004,0.06,0.17,0,0.08,0.02,8374
Shooter,Trigger Man,PS2,Play It,2004,0.06,0.16,0,0.08,0.02,8665
Shooter,Vietcong: Purple Haze,PS2,Gathering of Developers,2004,0.07,0.18,0,0.09,0.02,8054
Shooter,Neo Contra,PS2,Konami Digital Entertainment,2004,0.08,0.21,0,0.1,0.03,7368
Shooter,Time Crisis: Crisis Zone,PS2,Namco Bandai Games,2004,0.09,0.22,0,0.11,0.03,7161
Shooter,BloodRayne 2,PS2,THQ,2004,0.1,0.27,0,0.13,0.03,6339
Shooter,Psi-Ops: The Mindgate Conspiracy,PS2,Midway Games,2004,0.11,0.29,0,0.14,0.04,6081
Shooter,Conflict: Vietnam,PS2,SCi,2004,0.2,0.53,0,0.26,0.07,3771
Shooter,GoldenEye: Rogue Agent,PS2,Electronic Arts,2004,0.02,0.64,0,0.54,0.09,3146
Shooter,Syphon Filter: The Omega Strain,PS2,Sony Computer Entertainment,2004,0.29,0.76,0,0.37,0.1,2710
Shooter,Hitman: Contracts,PS2,Eidos Interactive,2004,0.31,0.8,0,0.39,0.1,2571
Shooter,Tom Clancy's Rainbow Six 3,PS2,Ubisoft,2004,0.31,0.81,0,0.4,0.1,2550
Shooter,Tom Clancy's Ghost Recon 2,PS2,Ubisoft,2004,0.34,1.08,0,0.64,0.1,1909
Shooter,Killzone,PS2,Sony Computer Entertainment,2004,0.03,0.94,0,0.79,0.13,2196
Shooter,Bad Boys: Miami Takedown,PS2,Empire Interactive,2004,0.44,1.15,0,0.56,0.15,1767
Shooter,Tom Clancy's Ghost Recon: Jungle Storm,PS2,Ubisoft,2004,0.44,1.16,0,0.57,0.15,1747
Shooter,Transformers,PS2,Atari,2004,0.49,1.29,0,0.63,0.16,1535
Shooter,Red Dead Revolver,PS2,Take-Two Interactive,2004,0.55,1.45,0,0.71,0.19,1321
Shooter,DICE: DNA Integrated Cybernetic Enterprises,PS2,Namco Bandai Games,2005,0.01,0.03,0,0.01,0,14588
Shooter,Without Warning,PS2,Capcom,2005,0.01,0.04,0,0.02,0,14000
Shooter,Battlefield 2: Modern Combat(JP sales),PS2,Electronic Arts,2005,0,0.02,0.02,0,0,14939
Shooter,Medal of Honor: European Assault (weekly JP sales),PS2,Electronic Arts,2005,0,0.05,0.05,0,0,13104
Shooter,Global Defence Force,PS2,Essential Games,2005,0,0.17,0.17,0,0,8240
Shooter,Gundam SEED: Federation vs. Z.A.F.T.,PS2,Namco Bandai Games,2005,0,0.44,0.44,0,0,4449
Shooter,Total Overdose: A Gunslinger's Tale in Mexico,PS2,Eidos Interactive,2005,0.04,0.09,0,0.04,0.01,10974
Shooter,Metal Slug 4 & 5,PS2,SNK Playmore,2005,0.04,0.11,0,0.05,0.01,10124
Shooter,Cold Winter,PS2,Vivendi Games,2005,0.04,0.11,0,0.06,0.01,10067
Shooter,Airborne Troops: Countdown to D-Day,PS2,Playlogic Game Factory,2005,0.05,0.12,0,0.06,0.02,9889
Shooter,Conflict: Global Terror,PS2,Eidos Interactive,2005,0.07,0.19,0,0.09,0.02,7887
Shooter,Sniper Elite,PS2,Ubisoft,2005,0.07,0.19,0,0.1,0.02,7753
Shooter,Dead to Rights II,PS2,Electronic Arts,2005,0.08,0.2,0,0.1,0.03,7589
Shooter,TimeSplitters: Future Perfect,PS2,Electronic Arts,2005,0.09,0.24,0,0.12,0.03,6812
Shooter,Darkwatch,PS2,Ubisoft,2005,0.12,0.32,0,0.16,0.04,5626
Shooter,Tom Clancy's Rainbow Six: Lockdown,PS2,Ubisoft,2005,0.13,0.35,0,0.17,0.04,5326
Shooter,NARC,PS2,Midway Games,2005,0.14,0.36,0,0.18,0.05,5180
Shooter,Battlefield 2: Modern Combat,PS2,Electronic Arts,2005,0.01,0.44,0,0.37,0.06,4435
Shooter,Brothers In Arms: Earned in Blood,PS2,Ubisoft,2005,0.01,0.46,0,0.38,0.06,4254
Shooter,Brothers In Arms: Road to Hill 30,PS2,Ubisoft,2005,0.01,0.46,0,0.38,0.06,4266
Shooter,Area 51,PS2,Midway Games,2005,0.17,0.45,0,0.22,0.06,4341
Shooter,Delta Force: Black Hawk Down,PS2,NovaLogic,2005,0.17,0.46,0,0.22,0.06,4291
Shooter,SOCOM 3: U.S. Navy SEALs,PS2,Sony Computer Entertainment,2005,0.34,1.69,0.04,1.22,0.1,1059
Shooter,Destroy All Humans!,PS2,THQ,2005,0.03,0.94,0,0.78,0.13,2209
Shooter,Ratchet: Deadlocked,PS2,Sony Computer Entertainment,2005,0.03,1.24,0.22,0.85,0.14,1599
Shooter,Gun,PS2,Activision,2005,0.04,1.17,0,0.98,0.16,1723
Shooter,Greg Hastings' Tournament Paintball Max'd,PS2,Activision,2006,0,0.01,0,0.01,0,16337
Shooter,WinBack 2: Project Poseidon,PS2,Tecmo Koei,2006,0.01,0.01,0,0.01,0,16037
Shooter,Eureka Seven Vol. 2: The New Vision,PS2,Namco Bandai Games,2006,0,0.02,0.02,0,0,15179
Shooter,Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,Namco Bandai Games,2006,0,0.49,0.49,0,0,4042
Shooter,Rogue Trooper,PS2,Eidos Interactive,2006,0.02,0.04,0,0.02,0.01,13529
Shooter,Commandos: Strike Force,PS2,Eidos Interactive,2006,0.02,0.06,0,0.03,0.01,12545
Shooter,Urban Chaos: Riot Response,PS2,Eidos Interactive,2006,0.02,0.06,0,0.03,0.01,12670
Shooter,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,Ubisoft,2006,0.02,0.06,0,0.03,0.01,12669
Shooter,State of Emergency 2,PS2,SouthPeak Games,2006,0.03,0.08,0,0.04,0.01,11403
Shooter,25 to Life,PS2,Eidos Interactive,2006,0.01,0.42,0,0.35,0.06,4578
Shooter,Dirge of Cerberus: Final Fantasy VII,PS2,Square Enix,2006,0.37,1.48,0.52,0.47,0.12,1279
Shooter,Call of Duty 3,PS2,Activision,2006,0.03,1.07,0,0.89,0.15,1921
Shooter,Black,PS2,Electronic Arts,2006,0.04,1.25,0.03,1.01,0.16,1594
Shooter,Metal Slug Anthology,PS2,Ignition Entertainment,2007,0,0.01,0.01,0,0,16195
Shooter,Medal of Honor: Vanguard,PS2,Electronic Arts,2007,0,0.03,0.03,0,0,14805
Shooter,Syphon Filter: Dark Mirror,PS2,Sony Computer Entertainment,2007,0.11,0.28,0,0.14,0.04,6175
Shooter,Thunder Force VI,PS2,Sega,2008,0,0.02,0.02,0,0,15876
Shooter,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,Sega,2008,0,0.04,0.04,0,0,13767
Shooter,History Civil War: Secret Missions,PS2,Activision,2008,0.06,0.15,0,0.07,0.02,8860
Shooter,NPPL: Championship Paintball 2009,PS2,Activision Value,2008,0.1,0.26,0,0.13,0.03,6466
Shooter,Mercenaries 2: World in Flames,PS2,Electronic Arts,2008,0,0.38,0,0.21,0.17,5039
Shooter,Call of Duty: World at War Final Fronts,PS2,Activision,2008,0.18,1.72,0,0.61,0.94,1037
Shooter,Triggerheart Excelica Enhanced,PS2,Alchemist,2009,0,0.02,0.02,0,0,15517
Shooter,Jurassic: The Hunted,PS2,Activision,2009,0.06,0.14,0,0.07,0.02,9013
Shooter,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS2,Activision,2009,0.01,0.49,0,0.25,0.22,4062
Shooter,Syphon Filter: Logan's Shadow,PS2,Sony Computer Entertainment,2010,0.02,0.06,0,0.03,0.01,12647
Shooter,Singularity,PS3,Unknown,,0.04,0.24,0.01,0.17,0.03,6834
Shooter,Call of Duty 3,PS3,Activision,2006,0.63,1.52,0.03,0.6,0.26,1240
Shooter,Blacksite: Area 51,PS3,Midway Games,2007,0.01,0.09,0,0.07,0.01,11221
Shooter,TimeShift,PS3,Vivendi Games,2007,0.01,0.16,0,0.14,0.01,8606
Shooter,Soldier of Fortune: Payback,PS3,Activision,2007,0.02,0.15,0,0.12,0.01,8881
Shooter,Clive Barker's Jericho,PS3,Codemasters,2007,0.01,0.2,0,0.17,0.02,7572
Shooter,Stranglehold,PS3,Midway Games,2007,0.03,0.3,0,0.24,0.03,5838
Shooter,F.E.A.R.,PS3,Vivendi Games,2007,0.27,0.55,0,0.18,0.1,3656
Shooter,Unreal Tournament III,PS3,Midway Games,2007,0.24,0.67,0,0.33,0.11,3009
Shooter,The Darkness,PS3,Take-Two Interactive,2007,0.34,0.67,0,0.2,0.13,3014
Shooter,Kane & Lynch: Dead Men,PS3,Eidos Interactive,2007,0.32,0.76,0.01,0.29,0.13,2721
Shooter,Time Crisis 4,PS3,Namco Bandai Games,2007,0.33,0.84,0.05,0.32,0.14,2478
Shooter,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,Ubisoft,2007,0.48,1.04,0.02,0.34,0.19,2011
Shooter,The Orange Box,PS3,Electronic Arts,2007,0.59,1.08,0,0.28,0.22,1906
Shooter,Tom Clancy's Rainbow Six: Vegas,PS3,Ubisoft,2007,0.53,1.25,0.03,0.47,0.22,1588
Shooter,Medal of Honor: Airborne,PS3,Electronic Arts,2007,0.7,1.23,0.03,0.25,0.25,1621
Shooter,The History Channel: Battle for the Pacific,PS3,Activision,2008,0,0.07,0,0.07,0.01,11760
Shooter,The History Channel: Civil War - Secret Missions,PS3,Activision,2008,0,0.1,0,0.09,0.01,10641
Shooter,NPPL: Championship Paintball 2009,PS3,Activision Value,2008,0,0.16,0,0.15,0.01,8550
Shooter,Monster Madness: Grave Danger,PS3,SouthPeak Games,2008,0.01,0.06,0,0.05,0.01,12304
Shooter,Turning Point: Fall of Liberty,PS3,Codemasters,2008,0.01,0.25,0,0.21,0.02,6764
Shooter,Legendary,PS3,Atari,2008,0.03,0.13,0,0.08,0.02,9332
Shooter,Fracture,PS3,LucasArts,2008,0.04,0.17,0,0.11,0.02,8435
Shooter,The Club,PS3,Sega,2008,0.07,0.23,0,0.14,0.03,6998
Shooter,Conflict: Denied Ops,PS3,Eidos Interactive,2008,0.1,0.19,0,0.05,0.03,7806
Shooter,Enemy Territory: Quake Wars,PS3,Activision,2008,0.07,0.35,0,0.23,0.04,5325
Shooter,Dark Sector,PS3,D3Publisher,2008,0.16,0.47,0.01,0.23,0.07,4154
Shooter,Lost Planet: Extreme Condition,PS3,Capcom,2008,0.17,0.64,0.07,0.31,0.09,3148
Shooter,SOCOM: U.S. Navy SEALs Confrontation,PS3,Sony Computer Entertainment,2008,0.17,1.25,0.02,0.94,0.13,1584
Shooter,Brothers in Arms: Hell's Highway,PS3,Ubisoft,2008,0.34,0.93,0,0.44,0.15,2242
Shooter,Army of Two,PS3,Electronic Arts,2008,0.26,1.17,0.02,0.74,0.15,1722
Shooter,Haze,PS3,Ubisoft,2008,0.33,1,0.02,0.49,0.15,2067
Shooter,Mercenaries 2: World in Flames,PS3,Electronic Arts,2008,0.4,0.87,0.02,0.29,0.16,2385
Shooter,Battlefield: Bad Company,PS3,Electronic Arts,2008,0.36,1.35,0.05,0.76,0.18,1445
Shooter,BioShock,PS3,Take-Two Interactive,2008,0.49,1.45,0.01,0.75,0.21,1320
Shooter,Tom Clancy's Rainbow Six: Vegas 2,PS3,Ubisoft,2008,0.45,1.35,0.04,0.66,0.21,1450
Shooter,Damnation,PS3,Codemasters,2009,0.01,0.09,0,0.07,0.01,11004
Shooter,Eat Lead: The Return of Matt Hazard,PS3,D3Publisher,2009,0.02,0.13,0,0.09,0.01,9439
Shooter,Rogue Warrior,PS3,Bethesda Softworks,2009,0.02,0.14,0,0.11,0.01,9265
Shooter,ShellShock 2: Blood Trails,PS3,Eidos Interactive,2009,0.03,0.08,0,0.04,0.01,11367
Shooter,Jurassic: The Hunted,PS3,Activision,2009,0,0.19,0,0.17,0.02,7974
Shooter,50 Cent: Blood on the Sand,PS3,THQ,2009,0.06,0.19,0.01,0.1,0.03,7802
Shooter,The Chronicles of Riddick: Assault on Dark Athena,PS3,Vivendi Games,2009,0.1,0.25,0,0.12,0.04,6626
Shooter,Wanted: Weapons of Fate,PS3,Warner Bros. Interactive Entertainment,2009,0.1,0.3,0.01,0.14,0.05,5937
Shooter,F.E.A.R. 2: Project Origin,PS3,Warner Bros. Interactive Entertainment,2009,0.21,0.49,0.01,0.19,0.08,4082
Shooter,Wolfenstein,PS3,Activision,2009,0.28,0.64,0,0.25,0.11,3172
Shooter,Wet,PS3,Bethesda Softworks,2009,0.27,0.63,0.01,0.22,0.11,3234
Shooter,Terminator Salvation,PS3,Warner Bros. Interactive Entertainment,2009,0.29,0.54,0.01,0.13,0.11,3734
Shooter,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS3,Activision,2009,0.3,0.7,0,0.28,0.12,2920
Shooter,Red Faction: Guerrilla,PS3,THQ,2009,0.28,0.75,0.02,0.33,0.12,2747
Shooter,Call of Juarez: Bound in Blood,PS3,Ubisoft,2009,0.38,0.89,0.01,0.35,0.16,2327
Shooter,Operation Flashpoint: Dragon Rising,PS3,Codemasters,2009,0.46,0.92,0.05,0.23,0.17,2274
Shooter,Greg Hastings Paintball 2,PS3,Majesco Entertainment,2010,0,0.04,0,0.03,0,14092
Shooter,Rock of the Dead,PS3,Conspiracy Entertainment,2010,0,0.05,0,0.04,0,13288
Shooter,Quantum Theory,PS3,Tecmo Koei,2010,0.09,0.19,0.02,0.05,0.03,7773
Shooter,Front Mission Evolved,PS3,Square Enix,2010,0.07,0.29,0.11,0.09,0.03,5962
Shooter,Dead to Rights: Retribution,PS3,Namco Bandai Games,2010,0.12,0.28,0.02,0.1,0.05,6153
Shooter,The Shoot,PS3,Sony Computer Entertainment,2010,0.16,0.35,0.01,0.13,0.06,5319
Shooter,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,Activision,2010,0.19,0.51,0,0.24,0.08,3913
Shooter,Time Crisis: Razing Storm,PS3,Namco Bandai Games,2010,0.21,0.55,0.07,0.18,0.08,3672
Shooter,Vanquish,PS3,Sega,2010,0.22,0.62,0.11,0.21,0.09,3244
Shooter,Kane & Lynch 2: Dog Days,PS3,Square Enix,2010,0.28,0.59,0.05,0.17,0.1,3398
Shooter,Army of Two: The 40th Day,PS3,Electronic Arts,2010,0.27,0.85,0.01,0.44,0.12,2439
Shooter,James Bond 007: Blood Stone,PS3,Activision,2010,0.38,0.72,0.02,0.18,0.13,2846
Shooter,Lost Planet 2,PS3,Capcom,2010,0.34,0.96,0.2,0.29,0.13,2162
Shooter,MAG: Massive Action Game,PS3,Sony Computer Entertainment,2010,0.3,1.32,0.09,0.77,0.16,1496
Shooter,Aliens vs Predator,PS3,Sega,2010,0.47,1.05,0,0.41,0.18,1970
Shooter,BioShock 2,PS3,Take-Two Interactive,2010,0.47,1.55,0.02,0.85,0.22,1201
Shooter,Resistance Dual Pack,PS3,Sony Computer Entertainment,2011,0.01,0.01,0,0,0,16184
Shooter,Heavy Fire: Afghanistan,PS3,Unknown,2011,0,0.18,0,0.17,0.01,8138
Shooter,Bodycount,PS3,Codemasters,2011,0.06,0.12,0,0.05,0.02,9761
Shooter,Earth Defense Force: Insect Armageddon,PS3,D3Publisher,2011,0.04,0.2,0.08,0.06,0.02,7559
Shooter,MindJack,PS3,Square Enix,2011,0.08,0.18,0,0.07,0.03,8118
Shooter,Yakuza: Dead Souls,PS3,Sega,2011,0.07,0.61,0.42,0.09,0.03,3308
Shooter,Child of Eden,PS3,Ubisoft,2011,0.1,0.23,0,0.09,0.04,7119
Shooter,Call of Juarez: The Cartel,PS3,Ubisoft,2011,0.13,0.3,0,0.12,0.05,5925
Shooter,Operation Flashpoint: Red River,PS3,Codemasters,2011,0.15,0.33,0.07,0.06,0.05,5442
Shooter,The House of the Dead: Overkill - Extended Cut,PS3,Sega,2011,0.17,0.38,0,0.15,0.06,5079
Shooter,F.E.A.R. 3,PS3,Warner Bros. Interactive Entertainment,2011,0.17,0.46,0.01,0.21,0.07,4238
Shooter,Red Faction: Armageddon,PS3,THQ,2011,0.16,0.46,0.03,0.2,0.07,4307
Shooter,Bulletstorm,PS3,Electronic Arts,2011,0.2,0.53,0.01,0.23,0.08,3803
Shooter,SOCOM 4: U.S. Navy SEALs,PS3,Sony Computer Entertainment,2011,0.12,0.9,0.04,0.66,0.08,2300
Shooter,"Warhammer 40,000: Space Marine",PS3,THQ,2011,0.25,0.46,0,0.13,0.09,4247
Shooter,Duke Nukem Forever,PS3,Take-Two Interactive,2011,0.31,0.77,0,0.33,0.12,2668
Shooter,Brink,PS3,Bethesda Softworks,2011,0.32,0.74,0.01,0.29,0.12,2775
Shooter,Goldeneye 007: Reloaded,PS3,Activision,2011,0.35,0.8,0,0.33,0.13,2578
Shooter,Sniper: Ghost Warrior,PS3,City Interactive,2011,0.36,0.8,0.04,0.26,0.14,2595
Shooter,Homefront,PS3,THQ,2011,0.4,0.91,0.04,0.32,0.15,2275
Shooter,Dead Space 2,PS3,Electronic Arts,2011,0.5,1.44,0,0.73,0.21,1345
Shooter,Rage,PS3,Bethesda Softworks,2011,0.59,1.33,0.06,0.47,0.21,1470
Shooter,Resistance 3,PS3,Sony Computer Entertainment,2011,0.58,1.5,0.05,0.64,0.23,1254
Shooter,Deus Ex: Human Revolution,PS3,Square Enix,2011,0.6,1.39,0.07,0.5,0.23,1394
Shooter,Portal 2,PS3,Valve,2011,0.63,1.74,0.02,0.83,0.25,1018
Shooter,Gal Gun,PS3,Alchemist,2012,0,0.02,0.02,0,0,15335
Shooter,E.X. Troopers,PS3,Capcom,2012,0,0.05,0.05,0,0,13292
Shooter,Choujikuu Yousai Macross: Do You Remember Love,PS3,Namco Bandai Games,2012,0,0.05,0.05,0,0,12949
Shooter,Resident Evil Chronicles HD,PS3,Capcom,2012,0,0.09,0.09,0,0,10959
Shooter,Inversion,PS3,Namco Bandai Games,2012,0.03,0.07,0,0.03,0.01,11965
Shooter,Brothers in Arms: Furious 4,PS3,Ubisoft,2012,0.05,0.08,0,0.01,0.02,11687
Shooter,Syndicate,PS3,EA Games,2012,0.06,0.15,0,0.07,0.02,8841
Shooter,NeverDead,PS3,Konami Digital Entertainment,2012,0.04,0.13,0.01,0.06,0.02,9453
Shooter,The Darkness II,PS3,Take-Two Interactive,2012,0.14,0.33,0,0.14,0.05,5464
Shooter,James Bond 007: Legends,PS3,Activision,2012,0.17,0.36,0,0.11,0.07,5233
Shooter,Spec Ops: The Line,PS3,Take-Two Interactive,2012,0.25,0.57,0.04,0.19,0.09,3548
Shooter,Doom 3 BFG Edition,PS3,Bethesda Softworks,2012,0.22,0.59,0,0.26,0.1,3438
Shooter,Tom Clancy's Ghost Recon: Future Soldier,PS3,Ubisoft,2012,0.33,0.96,0.09,0.41,0.12,2166
Shooter,Sniper Elite V2,PS3,505 Games,2012,0.39,0.98,0.06,0.38,0.15,2120
Shooter,Macross 30: Ginga o Tsunagu Utagoe,PS3,Namco Bandai Games,2013,0,0.1,0.1,0,0,10475
Shooter,Painkiller: Hell & Damnation,PS3,Nordic Games,2013,0.02,0.04,0,0.02,0.01,13546
Shooter,Fuse (Insomniac),PS3,Electronic Arts,2013,0.04,0.12,0,0.06,0.02,9743
Shooter,Earth Defense Force 2025,PS3,D3Publisher,2013,0.03,0.36,0.27,0.04,0.02,5192
Shooter,Lost Planet 3,PS3,Capcom,2013,0.06,0.22,0.06,0.07,0.03,7290
Shooter,Defiance,PS3,Trion Worlds,2013,0.11,0.36,0,0.19,0.05,5245
Shooter,The Bureau: XCOM Declassified,PS3,Take-Two Interactive,2013,0.16,0.29,0,0.08,0.05,5994
Shooter,Army of Two: The Devil's Cartel,PS3,Electronic Arts,2013,0.11,0.28,0.01,0.11,0.05,6174
Shooter,Sniper: Ghost Warrior 2,PS3,City Interactive,2013,0.19,0.35,0.03,0.05,0.07,5307
Shooter,Payday 2,PS3,505 Games,2013,0.15,0.44,0,0.21,0.08,4412
